year,state,state_po,candidate,party,candidatevotes,totalvotes
2008,Nebraska,NE,"Obama, Barack H.",democrat,333319,801281
2008,Nebraska,NE,"Nader, Ralph",independent,5406,801281
2008,Nebraska,NE,"Baldwin, Charles """"Chuck""""",nebraska party,2972,801281
2008,Nebraska,NE,,,2837,801281
2008,Nebraska,NE,"Barr, Bob",libertarian,2740,801281
2008,Nebraska,NE,"McKinney, Cynthia",green,1028,801281
2008,Nevada,NV,"Obama, Barack H.",democrat,533736,967848
2008,Nevada,NV,"McCain, John",republican,412827,967848
2008,Nevada,NV,None Of These Candidates,,6267,967848
2008,Nevada,NV,"Nader, Ralph",independent,6150,967848
2008,Nevada,NV,"Barr, Bob",libertarian,4263,967848
2008,Nevada,NV,"Baldwin, Charles """"Chuck""""",independent american,3194,967848
2008,Nevada,NV,"McKinney, Cynthia",green,1411,967848
2008,New Hampshire,NH,"Obama, Barack H.",democrat,384826,710970
2008,New Hampshire,NH,"McCain, John",republican,316534,710970
2008,New Hampshire,NH,"Nader, Ralph",independent,3503,710970
2008,New Hampshire,NH,,,3359,710970
2008,New Hampshire,NH,"Barr, Bob",libertarian,2748,710970
2008,New Jersey,NJ,"Obama, Barack H.",democrat,2215422,3868237
2008,New Jersey,NJ,"McCain, John",republican,1613207,3868237
2008,New Jersey,NJ,"Nader, Ralph",independent,21298,3868237
2008,New Jersey,NJ,"Barr, Bob",libertarian,8441,3868237
2008,New Jersey,NJ,"Baldwin, Charles """"Chuck""""",constitution party,3956,3868237
2008,New Jersey,NJ,"McKinney, Cynthia",green,3636,3868237
2008,New Jersey,NJ,"Moore, Brian",socialist,699,3868237
2008,New Jersey,NJ,"Boss, Jeffery",vote here,639,3868237
2008,New Jersey,NJ,"Calero, Roger",socialist workers,523,3868237
2008,New Jersey,NJ,"La Riva, Gloria Estella",socialism and liberation party,416,3868237
2008,New Mexico,NM,"Obama, Barack H.",democrat,472422,830158
2008,New Mexico,NM,"McCain, John",republican,346832,830158
2008,New Mexico,NM,"Nader, Ralph",independent,5327,830158
2008,New Mexico,NM,"Barr, Bob",libertarian,2428,830158
2008,New Mexico,NM,"Baldwin, Charles """"Chuck""""",constitution party,1597,830158
2008,New Mexico,NM,"McKinney, Cynthia",green,1552,830158
2008,New York,NY,"Obama, Barack H.",democrat,4645332,7722019
2008,New York,NY,"McCain, John",republican,2418323,7722019
2008,New York,NY,"McCain, John",conservative,170475,7722019
2008,New York,NY,"McCain, John",independence,163973,7722019
2008,New York,NY,"Obama, Barack H.",working families,159613,7722019
2008,New York,NY,Blank Vote/Scattering,,84701,7722019
2008,New York,NY,"Nader, Ralph",populist,41249,7722019
2008,New York,NY,"Barr, Bob",libertarian,19596,7722019
2008,New York,NY,"McKinney, Cynthia",green,12801,7722019
2008,New York,NY,"Harris, James",socialist workers,3615,7722019
2008,New York,NY,"La Riva, Gloria Estella",socialism and liberation party,1639,7722019
2008,New York,NY,,,702,7722019
2008,North Carolina,NC,"Obama, Barack H.",democrat,2142651,4310851
2008,North Carolina,NC,"McCain, John",republican,2128474,4310851
2008,North Carolina,NC,"Barr, Bob",libertarian,25722,4310851
2008,North Carolina,NC,,,12494,4310851
2008,North Carolina,NC,"Nader, Ralph",independent,1510,4310851
2008,North Dakota,ND,"McCain, John",republican,168601,316621
2008,North Dakota,ND,"Obama, Barack H.",democrat,141278,316621
2008,North Dakota,ND,"Nader, Ralph",independent,4189,316621
2008,North Dakota,ND,"Barr, Bob",libertarian,1354,316621
2008,North Dakota,ND,"Baldwin, Charles """"Chuck""""",constitution party,1199,316621
2008,Ohio,OH,"Obama, Barack H.",democrat,2940044,5708350
2008,Ohio,OH,"McCain, John",republican,2677820,5708350
2008,Ohio,OH,"Nader, Ralph",independent,46242,5708350
2008,Ohio,OH,"Barr, Bob",libertarian,19917,5708350
2008,Ohio,OH,"Baldwin, Charles """"Chuck""""",constitution party,12565,5708350
2008,Ohio,OH,"McKinney, Cynthia",green,8518,5708350
2008,Ohio,OH,"Moore, Brian",socialist,2735,5708350
2008,Ohio,OH,,independent,509,5708350
2008,Oklahoma,OK,"McCain, John",republican,960165,1462661
2008,Oklahoma,OK,"Obama, Barack H.",democrat,502496,1462661
2008,Oregon,OR,"Obama, Barack H.",democrat,1037291,1827864
2008,Oregon,OR,"McCain, John",republican,738475,1827864
2008,Oregon,OR,"Nader, Ralph",peace party,18614,1827864
2008,Oregon,OR,Other,,13613,1827864
2008,Oregon,OR,"Baldwin, Charles """"Chuck""""",constitution party,7693,1827864
2008,Oregon,OR,,libertarian,7635,1827864
2008,Oregon,OR,"McKinney, Cynthia",green,4543,1827864
2008,Pennsylvania,PA,"Obama, Barack H.",democrat,3276363,6013272
2008,Pennsylvania,PA,"McCain, John",republican,2655885,6013272
2008,Pennsylvania,PA,"Nader, Ralph",independent,42977,6013272
2008,Pennsylvania,PA,"Barr, Bob",libertarian,19912,6013272
2008,Pennsylvania,PA,,,9955,6013272
2008,Pennsylvania,PA,Scattering,,8180,6013272
2008,Rhode Island,RI,"Obama, Barack H.",democrat,296571,471766
2008,Rhode Island,RI,"McCain, John",republican,165391,471766
2008,Rhode Island,RI,"Nader, Ralph",independent,4829,471766
2008,Rhode Island,RI,,,1999,471766
2008,Rhode Island,RI,"Barr, Bob",libertarian,1382,471766
2008,Rhode Island,RI,"McKinney, Cynthia",green,797,471766
2008,Rhode Island,RI,"Baldwin, Charles """"Chuck""""",constitution party,675,471766
2008,Rhode Island,RI,"La Riva, Gloria Estella",socialism and liberation party,122,471766
2008,South Carolina,SC,"McCain, John",republican,1034896,1920969
2008,South Carolina,SC,"Obama, Barack H.",democrat,862449,1920969
2008,South Carolina,SC,"Barr, Bob",libertarian,7283,1920969
2008,South Carolina,SC,"Baldwin, Charles """"Chuck""""",constitution party,6827,1920969
2008,South Carolina,SC,"Nader, Ralph",independent,5053,1920969
2008,South Carolina,SC,"McKinney, Cynthia",green,4461,1920969
2008,South Dakota,SD,"McCain, John",republican,203054,381975
2008,South Dakota,SD,"Obama, Barack H.",democrat,170924,381975
2008,South Dakota,SD,"Nader, Ralph",independent,4267,381975
2008,South Dakota,SD,"Baldwin, Charles """"Chuck""""",constitution party,1895,381975
2008,South Dakota,SD,"Barr, Bob",libertarian,1835,381975
2008,Tennessee,TN,"McCain, John",republican,1479178,2599749
2008,Tennessee,TN,"Obama, Barack H.",democrat,1087437,2599749
2008,Tennessee,TN,,independent,33134,2599749
2008,Texas,TX,"McCain, John",republican,4479328,8077795
2008,Texas,TX,"Obama, Barack H.",democrat,3528633,8077795
2008,Texas,TX,"Barr, Bob",libertarian,56116,8077795
2008,Texas,TX,,,7967,8077795
2008,Texas,TX,"Nader, Ralph",independent,5751,8077795
2008,Utah,UT,"McCain, John",republican,596030,952370
2008,Utah,UT,"Obama, Barack H.",democrat,327670,952370
2008,Utah,UT,"Baldwin, Charles """"Chuck""""",constitution party,12012,952370
2008,Utah,UT,"Nader, Ralph",peace & freedom,8416,952370
2008,Utah,UT,"Barr, Bob",libertarian,6966,952370
2008,Utah,UT,"McKinney, Cynthia",green,982,952370
2008,Utah,UT,"La Riva, Gloria Estella",socialism and liberation party,262,952370
2008,Utah,UT,,,32,952370
2008,Vermont,VT,"Obama, Barack H.",democrat,219262,325046
2008,Vermont,VT,"McCain, John",republican,98974,325046
2008,Vermont,VT,"Nader, Ralph",independent,3339,325046
2008,Vermont,VT,,,1464,325046
2008,Vermont,VT,"Barr, Bob",libertarian,1067,325046
2008,Vermont,VT,"Baldwin, Charles """"Chuck""""",constitution party,500,325046
2008,Vermont,VT,"Calero, Roger",socialist workers,150,325046
2008,Vermont,VT,"La Riva, Gloria Estella",socialism and liberation party,149,325046
2008,Vermont,VT,"Moore, Brian",liberty union party,141,325046
2008,Virginia,VA,"Obama, Barack H.",democrat,1959532,3723260
2008,Virginia,VA,"McCain, John",republican,1725005,3723260
2008,Virginia,VA,"Nader, Ralph",independent,11483,3723260
2008,Virginia,VA,"Barr, Bob",libertarian,11067,3723260
2008,Virginia,VA,"Baldwin, Charles """"Chuck""""",independent green,7474,3723260
2008,Virginia,VA,,,6355,3723260
2008,Virginia,VA,"McKinney, Cynthia",green,2344,3723260
2008,Washington,WA,"Obama, Barack H.",democrat,1750848,3036878
2008,Washington,WA,"McCain, John",republican,1229216,3036878
2008,Washington,WA,"Nader, Ralph",independent,29489,3036878
2008,Washington,WA,"Barr, Bob",libertarian,12728,3036878
2008,Washington,WA,"Baldwin, Charles """"Chuck""""",constitution party,9432,3036878
2008,Washington,WA,"McKinney, Cynthia",green,3819,3036878
2008,Washington,WA,"La Riva, Gloria Estella",socialism and liberation party,705,3036878
2008,Washington,WA,"Harris, James",socialist workers,641,3036878
2008,West Virginia,WV,"McCain, John",republican,397466,713451
2008,West Virginia,WV,"Obama, Barack H.",democrat,303857,713451
2008,West Virginia,WV,"Nader, Ralph",independent,7219,713451
2008,West Virginia,WV,"Baldwin, Charles """"Chuck""""",constitution party,2465,713451
2008,West Virginia,WV,"McKinney, Cynthia",mountain party,2355,713451
2008,West Virginia,WV,,,89,713451
2008,Wisconsin,WI,"Obama, Barack H.",democrat,1677211,2983417
2008,Wisconsin,WI,"McCain, John",republican,1262393,2983417
2008,Wisconsin,WI,"Nader, Ralph",independent,17605,2983417
2008,Wisconsin,WI,"Barr, Bob",libertarian,8858,2983417
2008,Wisconsin,WI,Scattering,,6521,2983417
2008,Wisconsin,WI,"Baldwin, Charles """"Chuck""""",constitution party,5072,2983417
2008,Wisconsin,WI,"McKinney, Cynthia",green,4216,2983417
2008,Wisconsin,WI,"Wamboldt, Jeffrey",we the people,764,2983417
2008,Wisconsin,WI,"Moore, Brian",socialist party usa,540,2983417
2008,Wisconsin,WI,"La Riva, Gloria Estella",socialism and liberation party,237,2983417
2008,Wyoming,WY,"McCain, John",republican,164958,254904
2008,Wyoming,WY,"Obama, Barack H.",democrat,82868,254904
2008,Wyoming,WY,,independent,3717,254904
2008,Wyoming,WY,"Barr, Bob",libertarian,1594,254904
2008,Wyoming,WY,,,1521,254904
2008,Wyoming,WY,Over Vote,,246,254904
2012,Alabama,AL,"Romney, Mitt",republican,1255925,2074338
2012,Alabama,AL,"Obama, Barack H.",democrat,795696,2074338
2012,Alabama,AL,,independent,18706,2074338
2012,Alabama,AL,,,4011,2074338
2012,Alaska,AK,"Romney, Mitt",republican,164676,300495
2012,Alaska,AK,"Obama, Barack H.",democrat,122640,300495
2012,Alaska,AK,"Johnson, Gary",libertarian,7392,300495
2012,Alaska,AK,"Stein, Jill",green,2917,300495
2012,Alaska,AK,,,2870,300495
2012,Arizona,AZ,"Romney, Mitt",republican,1233654,2299254
2012,Arizona,AZ,"Obama, Barack H.",democrat,1025232,2299254
2012,Arizona,AZ,"Johnson, Gary",libertarian,32100,2299254
2012,Arizona,AZ,"Stein, Jill",green,7816,2299254
2012,Arizona,AZ,,,452,2299254
2012,Arkansas,AR,"Romney, Mitt",republican,647744,1069468
2012,Arkansas,AR,"Obama, Barack H.",democrat,394409,1069468
2012,Arkansas,AR,"Johnson, Gary",libertarian,16276,1069468
2012,Arkansas,AR,"Stein, Jill",green,9305,1069468
2012,Arkansas,AR,"La Riva, Gloria Estella",socialism and liberation party,1734,1069468
2012,California,CA,"Obama, Barack H.",democrat,7854285,13038547
2012,California,CA,"Romney, Mitt",republican,4839958,13038547
2012,California,CA,"Johnson, Gary",libertarian,143221,13038547
2012,California,CA,"Stein, Jill",green,85638,13038547
2012,California,CA,"Barr, Roseanne",peace & freedom,53824,13038547
2012,California,CA,"Hoefling, Thomas Conrad """"Tom""""",american independent party,38372,13038547
2012,California,CA,,,23249,13038547
2012,Colorado,CO,"Obama, Barack H.",democrat,1323101,2569516
2012,Colorado,CO,"Romney, Mitt",republican,1185243,2569516
2012,Colorado,CO,"Johnson, Gary",libertarian,35545,2569516
2012,Colorado,CO,"Stein, Jill",green,7508,2569516
2012,Colorado,CO,"Goode, Virgil Hamlin, Jr.",american constitution party,6234,2569516
2012,Colorado,CO,"Barr, Roseanne",peace & freedom,5057,2569516
2012,Colorado,CO,"Reed, Jill Ann",no party affiliation,2588,2569516
2012,Colorado,CO,"Anderson, Ross Carl """"Rocky""""",justice,1262,2569516
2012,Colorado,CO,"Tittle, Sheila """"Samm""""",we the people,791,2569516
2012,Colorado,CO,"Hoefling, Thomas Conrad """"Tom""""",america's party,679,2569516
2012,Colorado,CO,"La Riva, Gloria Estella",socialism and liberation party,317,2569516
2012,Colorado,CO,"Alexander, Stewart",socialist,308,2569516
2012,Colorado,CO,"Miller, Merlin",american third position,267,2569516
2012,Colorado,CO,"Stevens, Thomas Robert """"Tom""""",objectivist party,235,2569516
2012,Colorado,CO,"Harris, James",socialist workers,192,2569516
2012,Colorado,CO,"White, Jerry",socialist equality party,189,2569516
2012,Connecticut,CT,"Obama, Barack H.",democrat,905083,1558204
2012,Connecticut,CT,"Romney, Mitt",republican,634892,1558204
2012,Connecticut,CT,"Johnson, Gary",libertarian,12340,1558204
2012,Connecticut,CT,,independent,4971,1558204
2012,Connecticut,CT,,,918,1558204
2012,Delaware,DE,"Obama, Barack H.",democrat,242584,413890
2012,Delaware,DE,"Romney, Mitt",republican,165484,413890
2012,Delaware,DE,"Johnson, Gary",libertarian,3882,413890
2012,Delaware,DE,"Stein, Jill",green,1940,413890
2012,District of Columbia,DC,"Obama, Barack H.",democrat,267070,293764
2012,District of Columbia,DC,"Romney, Mitt",republican,21381,293764
2012,District of Columbia,DC,"Stein, Jill",d.c. statehood green,2458,293764
2012,District of Columbia,DC,"Johnson, Gary",libertarian,2083,293764
2012,District of Columbia,DC,,,772,293764
2012,Florida,FL,"Obama, Barack H.",democrat,4237756,8474179
2012,Florida,FL,"Romney, Mitt",republican,4163447,8474179
2012,Florida,FL,"Johnson, Gary",libertarian,44726,8474179
2012,Florida,FL,"Stein, Jill",green,8947,8474179
2012,Florida,FL,"Barr, Roseanne",peace & freedom,8154,8474179
2012,Florida,FL,"Stevens, Thomas Robert """"Tom""""",objectivist party,3856,8474179
2012,Florida,FL,"Goode, Virgil Hamlin, Jr.",constitution party,2607,8474179
2012,Florida,FL,"Anderson, Ross Carl """"Rocky""""",justice,1754,8474179
2012,Florida,FL,"Hoefling, Thomas Conrad """"Tom""""",american independent,946,8474179
2012,Florida,FL,"Barnett, Andre",reform party,820,8474179
2012,Florida,FL,"Alexander, Stewart",socialist,799,8474179
2012,Florida,FL,"Lindsay, Peta",socialism and liberation party,322,8474179
2012,Florida,FL,,,45,8474179
2012,Georgia,GA,"Romney, Mitt",republican,2078688,3897839
2012,Georgia,GA,"Obama, Barack H.",democrat,1773827,3897839
2012,Georgia,GA,"Johnson, Gary",libertarian,45324,3897839
2012,Hawaii,HI,"Obama, Barack H.",democrat,306658,437159
2012,Hawaii,HI,"Romney, Mitt",republican,121015,437159
2012,Hawaii,HI,"Johnson, Gary",libertarian,3840,437159
2012,Hawaii,HI,"Stein, Jill",green,3184,437159
2012,Hawaii,HI,Blank Vote,,2227,437159
2012,Hawaii,HI,Over Vote,,235,437159
2012,Idaho,ID,"Romney, Mitt",republican,420911,652274
2012,Idaho,ID,"Obama, Barack H.",democrat,212787,652274
2012,Idaho,ID,"Johnson, Gary",libertarian,9453,652274
2012,Idaho,ID,,independent,6901,652274
2012,Idaho,ID,"Goode, Virgil Hamlin, Jr.",constitution party,2222,652274
2012,Illinois,IL,"Obama, Barack H.",democrat,3019512,5242014
2012,Illinois,IL,"Romney, Mitt",republican,2135216,5242014
2012,Illinois,IL,"Johnson, Gary",libertarian,56229,5242014
2012,Illinois,IL,"Stein, Jill",green,30222,5242014
2012,Illinois,IL,,,835,5242014
2012,Indiana,IN,"Romney, Mitt",republican,1420543,2624534
2012,Indiana,IN,"Obama, Barack H.",democrat,1152887,2624534
2012,Indiana,IN,"Johnson, Gary",libertarian,50111,2624534
2012,Indiana,IN,,,993,2624534
2012,Iowa,IA,"Obama, Barack H.",democrat,822544,1582180
2012,Iowa,IA,"Romney, Mitt",republican,730617,1582180
2012,Iowa,IA,"Johnson, Gary",libertarian,12926,1582180
2012,Iowa,IA,,,7442,1582180
2012,Iowa,IA,"Stein, Jill",green,3769,1582180
2012,Iowa,IA,"Goode, Virgil Hamlin, Jr.",constitution party,3038,1582180
2012,Iowa,IA,,nominated by petition,1027,1582180
2012,Iowa,IA,"Harris, James",socialist workers,445,1582180
2012,Iowa,IA,"La Riva, Gloria Estella",socialism and liberation party,372,1582180
2012,Kansas,KS,"Romney, Mitt",republican,692634,1159971
2012,Kansas,KS,"Obama, Barack H.",democrat,440726,1159971
2012,Kansas,KS,"Johnson, Gary",libertarian,20456,1159971
2012,Kansas,KS,"Baldwin, Charles """"Chuck""""",reform party,5017,1159971
2012,Kansas,KS,,,1138,1159971
2012,Kentucky,KY,"Romney, Mitt",republican,1087190,1797212
2012,Kentucky,KY,"Obama, Barack H.",democrat,679370,1797212
2012,Kentucky,KY,"Johnson, Gary",libertarian,17063,1797212
2012,Kentucky,KY,"Terry, Randall",independent,6872,1797212
2012,Kentucky,KY,"Stein, Jill",green,6337,1797212
2012,Kentucky,KY,,,380,1797212
2012,Louisiana,LA,"Romney, Mitt",republican,1152262,1994065
2012,Louisiana,LA,"Obama, Barack H.",democrat,809141,1994065
2012,Louisiana,LA,"Johnson, Gary",libertarian,18157,1994065
2012,Louisiana,LA,"Stein, Jill",green,6978,1994065
2012,Louisiana,LA,"Goode, Virgil Hamlin, Jr.",constitution party,2508,1994065
2012,Louisiana,LA,"Tittle, Sheila """"Samm""""",we the people,1767,1994065
2012,Louisiana,LA,"Anderson, Ross Carl """"Rocky""""",justice,1368,1994065
2012,Louisiana,LA,"Lindsay, Peta",socialism and liberation party,622,1994065
2012,Louisiana,LA,"Fellure, Lowell Jackson """"Jack""""",prohibition,518,1994065
2012,Louisiana,LA,"Harris, James",socialist workers,389,1994065
2012,Louisiana,LA,"White, Jerome """"Jerry""""",socialist equality party,355,1994065
2012,Maine,ME,"Obama, Barack H.",democrat,401306,724758
2012,Maine,ME,"Romney, Mitt",republican,292276,724758
2012,Maine,ME,Blank Vote,,11578,724758
2012,Maine,ME,"Johnson, Gary",libertarian,9352,724758
2012,Maine,ME,"Stein, Jill",green,8119,724758
2012,Maine,ME,,,2127,724758
2012,Maryland,MD,"Obama, Barack H.",democrat,1677844,2707327
2012,Maryland,MD,"Romney, Mitt",republican,971869,2707327
2012,Maryland,MD,"Johnson, Gary",libertarian,30195,2707327
2012,Maryland,MD,"Stein, Jill",green,17110,2707327
2012,Maryland,MD,,,10309,2707327
2012,Massachusetts,MA,"Obama, Barack H.",democrat,1921290,3184196
2012,Massachusetts,MA,"Romney, Mitt",republican,1188314,3184196
2012,Massachusetts,MA,"Johnson, Gary",libertarian,30920,3184196
2012,Massachusetts,MA,"Stein, Jill",green-rainbow,20691,3184196
2012,Massachusetts,MA,Blank Vote/Scattering,,16429,3184196
2012,Massachusetts,MA,Other,,6552,3184196
2012,Michigan,MI,"Obama, Barack H.",democrat,2564569,4730961
2012,Michigan,MI,"Romney, Mitt",republican,2115256,4730961
2012,Michigan,MI,"Stein, Jill",green,21897,4730961
2012,Michigan,MI,"Goode, Virgil Hamlin, Jr.",u.s. taxpayers party,16119,4730961
2012,Michigan,MI,,,7973,4730961
2012,Michigan,MI,"Anderson, Ross Carl """"Rocky""""",natural law,5147,4730961
2012,Minnesota,MN,"Obama, Barack H.",democratic-farmer-labor,1546167,2936561
2012,Minnesota,MN,"Romney, Mitt",republican,1320225,2936561
2012,Minnesota,MN,"Johnson, Gary",libertarian,35098,2936561
2012,Minnesota,MN,"Stein, Jill",green,13023,2936561
2012,Minnesota,MN,,,10641,2936561
2012,Minnesota,MN,"Goode, Virgil Hamlin, Jr.",constitution party,3722,2936561
2012,Minnesota,MN,"Carlson, Jim",grassroots,3149,2936561
2012,Minnesota,MN,"Anderson, Ross Carl """"Rocky""""",justice,1996,2936561
2012,Minnesota,MN,"Morstad, Dean",constitutional government,1092,2936561
2012,Minnesota,MN,"Harris, James",socialist workers,1051,2936561
2012,Minnesota,MN,"Lindsay, Peta",socialism and liberation party,397,2936561
2012,Mississippi,MS,"Romney, Mitt",republican,710746,1285584
2012,Mississippi,MS,"Obama, Barack H.",democrat,562949,1285584
2012,Mississippi,MS,"Johnson, Gary",libertarian,6676,1285584
2012,Mississippi,MS,"Goode, Virgil Hamlin, Jr.",constitution party,2609,1285584
2012,Mississippi,MS,"Stein, Jill",green,1588,1285584
2012,Mississippi,MS,"Washer, Barbara Dale",reform party,1016,1285584
2012,Missouri,MO,"Romney, Mitt",republican,1482440,2757323
2012,Missouri,MO,"Obama, Barack H.",democrat,1223796,2757323
2012,Missouri,MO,"Johnson, Gary",libertarian,43151,2757323
2012,Missouri,MO,"Goode, Virgil Hamlin, Jr.",constitution party,7936,2757323
2012,Montana,MT,"Romney, Mitt",republican,267928,484048
2012,Montana,MT,"Obama, Barack H.",democrat,201839,484048
2012,Montana,MT,"Johnson, Gary",libertarian,14165,484048
2012,Montana,MT,,,116,484048
2012,Nebraska,NE,"Romney, Mitt",republican,475064,794379
2012,Nebraska,NE,"Obama, Barack H.",democrat,302081,794379
2012,Nebraska,NE,"Johnson, Gary",libertarian,11109,794379
2012,Nebraska,NE,,,3717,794379
2012,Nebraska,NE,,nominated by petition,2408,794379
2012,Nevada,NV,"Obama, Barack H.",democrat,531373,1014918
2012,Nevada,NV,"Romney, Mitt",republican,463567,1014918
2012,Nevada,NV,"Johnson, Gary",libertarian,10968,1014918
2012,Nevada,NV,None Of These Candidates,,5770,1014918
2012,Nevada,NV,"Goode, Virgil Hamlin, Jr.",independent american,3240,1014918
2012,New Hampshire,NH,"Obama, Barack H.",democrat,369561,710972
2012,New Hampshire,NH,"Romney, Mitt",republican,329918,710972
2012,New Hampshire,NH,"Johnson, Gary",libertarian,8212,710972
2012,New Hampshire,NH,,,1698,710972
2012,New Hampshire,NH,Scattering,,875,710972
2012,New Hampshire,NH,"Goode, Virgil Hamlin, Jr.",constitution party,708,710972
2012,New Jersey,NJ,"Obama, Barack H.",democrat,2122786,3638499
2012,New Jersey,NJ,"Romney, Mitt",republican,1478088,3638499
2012,New Jersey,NJ,"Johnson, Gary",libertarian,21035,3638499
2012,New Jersey,NJ,"Stein, Jill",green,9886,3638499
2012,New Jersey,NJ,"Goode, Virgil Hamlin, Jr.",constitution party,2063,3638499
2012,New Jersey,NJ,"Anderson, Ross Carl """"Rocky""""",justice,1723,3638499
2012,New Jersey,NJ,"Boss, Jeffery",nsa did 911,1024,3638499
2012,New Jersey,NJ,"Harris, James",socialist workers,709,3638499
2012,New Jersey,NJ,"Miller, Merlin",american third position,664,3638499
2012,New Jersey,NJ,"Lindsay, Peta",socialism and liberation party,521,3638499
2012,New Mexico,NM,"Obama, Barack H.",democrat,415335,783758
2012,New Mexico,NM,"Romney, Mitt",republican,335788,783758
2012,New Mexico,NM,"Johnson, Gary",libertarian,27788,783758
2012,New Mexico,NM,"Stein, Jill",green,2691,783758
2012,New Mexico,NM,,new mexico independent party,1174,783758
2012,New Mexico,NM,"Goode, Virgil Hamlin, Jr.",constitution party,982,783758
2012,New York,NY,"Obama, Barack H.",democrat,4324228,7116784
2012,New York,NY,"Romney, Mitt",republican,2223397,7116784
2012,New York,NY,"Romney, Mitt",conservative,262035,7116784
2012,New York,NY,"Obama, Barack H.",working families,147643,7116784
2012,New York,NY,Blank Vote/Void Vote/Scattering,,63881,7116784
2012,New York,NY,"Johnson, Gary",libertarian,47092,7116784
2012,New York,NY,"Stein, Jill",green,39856,7116784
2012,New York,NY,"Goode, Virgil Hamlin, Jr.",constitution party,6270,7116784
2012,New York,NY,"Lindsay, Peta",socialism and liberation party,2039,7116784
2012,New York,NY,,,343,7116784
2012,North Carolina,NC,"Romney, Mitt",republican,2270395,4505372
2012,North Carolina,NC,"Obama, Barack H.",democrat,2178391,4505372
2012,North Carolina,NC,"Johnson, Gary",libertarian,44515,4505372
2012,North Carolina,NC,,,12071,4505372
2012,North Dakota,ND,"Romney, Mitt",republican,188320,322932
2012,North Dakota,ND,"Obama, Barack H.",democrat,124966,322932
2012,North Dakota,ND,"Johnson, Gary",libertarian,5238,322932
2012,North Dakota,ND,,,1860,322932
2012,North Dakota,ND,"Goode, Virgil Hamlin, Jr.",constitution party,1186,322932
2012,North Dakota,ND,"Stein, Jill",green,1362,322932
2012,Ohio,OH,"Obama, Barack H.",democrat,2827621,5580822
2012,Ohio,OH,"Romney, Mitt",republican,2661407,5580822
2012,Ohio,OH,"Johnson, Gary",libertarian,49493,5580822
2012,Ohio,OH,"Stein, Jill",green,18574,5580822
2012,Ohio,OH,"Duncan, Richard",independent,12502,5580822
2012,Ohio,OH,"Goode, Virgil Hamlin, Jr.",constitution party,8151,5580822
2012,Ohio,OH,"Alexander, Stewart",socialist,2967,5580822
2012,Ohio,OH,,,107,5580822
2012,Oklahoma,OK,"Romney, Mitt",republican,891325,1334872
2012,Oklahoma,OK,"Obama, Barack H.",democrat,443547,1334872
2012,Oregon,OR,"Obama, Barack H.",democrat,970488,1789270
2012,Oregon,OR,"Romney, Mitt",republican,754175,1789270
2012,Oregon,OR,"Johnson, Gary",libertarian,24089,1789270
2012,Oregon,OR,"Stein, Jill",pacific green,19427,1789270
2012,Oregon,OR,Other,,13275,1789270
2012,Oregon,OR,"Christensen, Will",constitution party,4432,1789270
2012,Oregon,OR,"Anderson, Ross Carl """"Rocky""""",progressive,3384,1789270
2012,Pennsylvania,PA,"Obama, Barack H.",democrat,2990274,5742040
2012,Pennsylvania,PA,"Romney, Mitt",republican,2680434,5742040
2012,Pennsylvania,PA,"Johnson, Gary",libertarian,49991,5742040
2012,Pennsylvania,PA,"Stein, Jill",green,21341,5742040
2012,Rhode Island,RI,"Obama, Barack H.",democrat,279677,446049
2012,Rhode Island,RI,"Romney, Mitt",republican,157204,446049
2012,Rhode Island,RI,"Johnson, Gary",libertarian,4388,446049
2012,Rhode Island,RI,"Stein, Jill",green,2421,446049
2012,Rhode Island,RI,,,1381,446049
2012,Rhode Island,RI,"Goode, Virgil Hamlin, Jr.",constitution party,430,446049
2012,Rhode Island,RI,"Anderson, Ross Carl """"Rocky""""",justice,416,446049
2012,Rhode Island,RI,"Lindsay, Peta",socialism and liberation party,132,446049
2012,South Carolina,SC,"Romney, Mitt",republican,1071645,1964118
2012,South Carolina,SC,"Obama, Barack H.",democrat,865941,1964118
2012,South Carolina,SC,"Johnson, Gary",libertarian,16321,1964118
2012,South Carolina,SC,"Stein, Jill",green,5446,1964118
2012,South Carolina,SC,"Goode, Virgil Hamlin, Jr.",constitution party,4765,1964118
2012,South Dakota,SD,"Romney, Mitt",republican,210610,363815
2012,South Dakota,SD,"Obama, Barack H.",democrat,145039,363815
2012,South Dakota,SD,"Johnson, Gary",libertarian,5795,363815
2012,South Dakota,SD,"Goode, Virgil Hamlin, Jr.",constitution party,2371,363815
2012,Tennessee,TN,"Romney, Mitt",republican,1462330,2458577
2012,Tennessee,TN,"Obama, Barack H.",democrat,960709,2458577
2012,Tennessee,TN,,independent,23001,2458577
2012,Tennessee,TN,"Stein, Jill",green,6515,2458577
2012,Tennessee,TN,"Goode, Virgil Hamlin, Jr.",constitution party,6022,2458577
2012,Texas,TX,"Romney, Mitt",republican,4569843,7993851
2012,Texas,TX,"Obama, Barack H.",democrat,3308124,7993851
2012,Texas,TX,"Johnson, Gary",libertarian,88580,7993851
2012,Texas,TX,"Stein, Jill",green,24657,7993851
2012,Texas,TX,,,2647,7993851
2012,Utah,UT,"Romney, Mitt",republican,740600,1017440
2012,Utah,UT,"Obama, Barack H.",democrat,251813,1017440
2012,Utah,UT,"Johnson, Gary",libertarian,12572,1017440
